county_fips,state_abbr,county_name,year,total_population
20071,KS,Greeley County,2022,1230
20071,KS,Greeley County,2023,1174
20071,KS,Greeley County,2024,1152
20073,KS,Greenwood County,2020,5975
20073,KS,Greenwood County,2021,5921
20073,KS,Greenwood County,2022,5917
20073,KS,Greenwood County,2023,5909
20073,KS,Greenwood County,2024,5871
20075,KS,Hamilton County,2020,2487
20075,KS,Hamilton County,2021,2478
20075,KS,Hamilton County,2022,2445
20075,KS,Hamilton County,2023,2459
20075,KS,Hamilton County,2024,2488
20077,KS,Harper County,2020,5467
20077,KS,Harper County,2021,5352
20077,KS,Harper County,2022,5374
20077,KS,Harper County,2023,5392
20077,KS,Harper County,2024,5413
20079,KS,Harvey County,2020,33996
20079,KS,Harvey County,2021,33799
20079,KS,Harvey County,2022,33710
20079,KS,Harvey County,2023,33635
20079,KS,Harvey County,2024,33642
20081,KS,Haskell County,2020,3760
20081,KS,Haskell County,2021,3653
20081,KS,Haskell County,2022,3573
20081,KS,Haskell County,2023,3630
20081,KS,Haskell County,2024,3591
20083,KS,Hodgeman County,2020,1738
20083,KS,Hodgeman County,2021,1724
20083,KS,Hodgeman County,2022,1707
20083,KS,Hodgeman County,2023,1681
20083,KS,Hodgeman County,2024,1673
20085,KS,Jackson County,2020,13238
20085,KS,Jackson County,2021,13264
20085,KS,Jackson County,2022,13285
20085,KS,Jackson County,2023,13392
20085,KS,Jackson County,2024,13525
20087,KS,Jefferson County,2020,18325
20087,KS,Jefferson County,2021,18435
20087,KS,Jefferson County,2022,18344
20087,KS,Jefferson County,2023,18307
20087,KS,Jefferson County,2024,18332
20089,KS,Jewell County,2020,2929
20089,KS,Jewell County,2021,2947
20089,KS,Jewell County,2022,2906
20089,KS,Jewell County,2023,2901
20089,KS,Jewell County,2024,2899
20091,KS,Johnson County,2020,611161
20091,KS,Johnson County,2021,614962
20091,KS,Johnson County,2022,619311
20091,KS,Johnson County,2023,625444
20091,KS,Johnson County,2024,632276
20093,KS,Kearny County,2020,3960
20093,KS,Kearny County,2021,3895
20093,KS,Kearny County,2022,3854
20093,KS,Kearny County,2023,3803
20093,KS,Kearny County,2024,3808
20095,KS,Kingman County,2020,7420
20095,KS,Kingman County,2021,7288
20095,KS,Kingman County,2022,7184
20095,KS,Kingman County,2023,7091
20095,KS,Kingman County,2024,6946
20097,KS,Kiowa County,2020,2453
20097,KS,Kiowa County,2021,2407
20097,KS,Kiowa County,2022,2410
20097,KS,Kiowa County,2023,2404
20097,KS,Kiowa County,2024,2436
20099,KS,Labette County,2020,20160
20099,KS,Labette County,2021,19908
20099,KS,Labette County,2022,19750
20099,KS,Labette County,2023,19833
20099,KS,Labette County,2024,19692
20101,KS,Lane County,2020,1570
20101,KS,Lane County,2021,1564
20101,KS,Lane County,2022,1552
20101,KS,Lane County,2023,1533
20101,KS,Lane County,2024,1482
20103,KS,Leavenworth County,2020,81961
20103,KS,Leavenworth County,2021,82395
20103,KS,Leavenworth County,2022,82852
20103,KS,Leavenworth County,2023,83735
20103,KS,Leavenworth County,2024,84670
20105,KS,Lincoln County,2020,2946
20105,KS,Lincoln County,2021,2907
20105,KS,Lincoln County,2022,2909
20105,KS,Lincoln County,2023,2924
20105,KS,Lincoln County,2024,2928
20107,KS,Linn County,2020,9591
20107,KS,Linn County,2021,9745
20107,KS,Linn County,2022,9771
20107,KS,Linn County,2023,9885
20107,KS,Linn County,2024,9841
20109,KS,Logan County,2020,2743
20109,KS,Logan County,2021,2713
20109,KS,Logan County,2022,2706
20109,KS,Logan County,2023,2678
20109,KS,Logan County,2024,2694
20111,KS,Lyon County,2020,32113
20111,KS,Lyon County,2021,32034
20111,KS,Lyon County,2022,31994
20111,KS,Lyon County,2023,32267
20111,KS,Lyon County,2024,32520
20113,KS,McPherson County,2020,30184
20113,KS,McPherson County,2021,30167
20113,KS,McPherson County,2022,30106
20113,KS,McPherson County,2023,30236
20113,KS,McPherson County,2024,30334
20115,KS,Marion County,2020,11787
20115,KS,Marion County,2021,11744
20115,KS,Marion County,2022,11800
20115,KS,Marion County,2023,11768
20115,KS,Marion County,2024,11670
20117,KS,Marshall County,2020,10022
20117,KS,Marshall County,2021,10023
20117,KS,Marshall County,2022,10007
20117,KS,Marshall County,2023,9963
20117,KS,Marshall County,2024,9950
20119,KS,Meade County,2020,4062
20119,KS,Meade County,2021,3998
20119,KS,Meade County,2022,3905
20119,KS,Meade County,2023,3911
20119,KS,Meade County,2024,3892
20121,KS,Miami County,2020,34219
20121,KS,Miami County,2021,34641
20121,KS,Miami County,2022,34759
20121,KS,Miami County,2023,35333
20121,KS,Miami County,2024,35737
20123,KS,Mitchell County,2020,5778
20123,KS,Mitchell County,2021,5750
20123,KS,Mitchell County,2022,5774
20123,KS,Mitchell County,2023,5789
20123,KS,Mitchell County,2024,5803
20125,KS,Montgomery County,2020,31400
20125,KS,Montgomery County,2021,31180
20125,KS,Montgomery County,2022,30905
20125,KS,Montgomery County,2023,30756
20125,KS,Montgomery County,2024,30459
20127,KS,Morris County,2020,5370
20127,KS,Morris County,2021,5388
20127,KS,Morris County,2022,5376
20127,KS,Morris County,2023,5289
20127,KS,Morris County,2024,5279
20129,KS,Morton County,2020,2703
20129,KS,Morton County,2021,2674
20129,KS,Morton County,2022,2600
20129,KS,Morton County,2023,2592
20129,KS,Morton County,2024,2485
20131,KS,Nemaha County,2020,10263
20131,KS,Nemaha County,2021,10228
20131,KS,Nemaha County,2022,10151
20131,KS,Nemaha County,2023,10094
20131,KS,Nemaha County,2024,10062
20133,KS,Neosho County,2020,15905
20133,KS,Neosho County,2021,15791
20133,KS,Neosho County,2022,15583
20133,KS,Neosho County,2023,15451
20133,KS,Neosho County,2024,15552
20135,KS,Ness County,2020,2679
20135,KS,Ness County,2021,2658
20135,KS,Ness County,2022,2671
20135,KS,Ness County,2023,2639
20135,KS,Ness County,2024,2617
20137,KS,Norton County,2020,5452
20137,KS,Norton County,2021,5370
20137,KS,Norton County,2022,5322
20137,KS,Norton County,2023,5314
20137,KS,Norton County,2024,5335
20139,KS,Osage County,2020,15740
20139,KS,Osage County,2021,15754
20139,KS,Osage County,2022,15690
20139,KS,Osage County,2023,15798
20139,KS,Osage County,2024,15737
20141,KS,Osborne County,2020,3491
20141,KS,Osborne County,2021,3487
20141,KS,Osborne County,2022,3488
20141,KS,Osborne County,2023,3440
20141,KS,Osborne County,2024,3353
20143,KS,Ottawa County,2020,5731
20143,KS,Ottawa County,2021,5835
20143,KS,Ottawa County,2022,5833
20143,KS,Ottawa County,2023,5842
20143,KS,Ottawa County,2024,5853
20145,KS,Pawnee County,2020,6248
20145,KS,Pawnee County,2021,6240
20145,KS,Pawnee County,2022,6153
20145,KS,Pawnee County,2023,6068
20145,KS,Pawnee County,2024,6012
20147,KS,Phillips County,2020,4959
20147,KS,Phillips County,2021,4818
20147,KS,Phillips County,2022,4792
20147,KS,Phillips County,2023,4762
20147,KS,Phillips County,2024,4733
20149,KS,Pottawatomie County,2020,25421
20149,KS,Pottawatomie County,2021,25884
20149,KS,Pottawatomie County,2022,26331
20149,KS,Pottawatomie County,2023,26506
20149,KS,Pottawatomie County,2024,26876
20151,KS,Pratt County,2020,9139
20151,KS,Pratt County,2021,9168
20151,KS,Pratt County,2022,9080
20151,KS,Pratt County,2023,9107
20151,KS,Pratt County,2024,9137
20153,KS,Rawlins County,2020,2574
20153,KS,Rawlins County,2021,2561
20153,KS,Rawlins County,2022,2531
20153,KS,Rawlins County,2023,2480
20153,KS,Rawlins County,2024,2432
20155,KS,Reno County,2020,61894
20155,KS,Reno County,2021,61523
20155,KS,Reno County,2022,61514
20155,KS,Reno County,2023,61419
20155,KS,Reno County,2024,61417
20157,KS,Republic County,2020,4672
20157,KS,Republic County,2021,4699
20157,KS,Republic County,2022,4638
20157,KS,Republic County,2023,4608
20157,KS,Republic County,2024,4613
20159,KS,Rice County,2020,9385
20159,KS,Rice County,2021,9388
20159,KS,Rice County,2022,9387
20159,KS,Rice County,2023,9305
20159,KS,Rice County,2024,9284
20161,KS,Riley County,2020,72011
20161,KS,Riley County,2021,71870
20161,KS,Riley County,2022,71618
20161,KS,Riley County,2023,71673
20161,KS,Riley County,2024,72557
20163,KS,Rooks County,2020,4886
20163,KS,Rooks County,2021,4859
20163,KS,Rooks County,2022,4798
20163,KS,Rooks County,2023,4776
20163,KS,Rooks County,2024,4748
20165,KS,Rush County,2020,2944
20165,KS,Rush County,2021,2935
20165,KS,Rush County,2022,2949
20165,KS,Rush County,2023,2833
20165,KS,Rush County,2024,2810
20167,KS,Russell County,2020,6673
20167,KS,Russell County,2021,6694
20167,KS,Russell County,2022,6726
20167,KS,Russell County,2023,6683
20167,KS,Russell County,2024,6620
20169,KS,Saline County,2020,54248
20169,KS,Saline County,2021,53829
20169,KS,Saline County,2022,53461
20169,KS,Saline County,2023,53342
20169,KS,Saline County,2024,53459
20171,KS,Scott County,2020,5133
20171,KS,Scott County,2021,5115
20171,KS,Scott County,2022,5010
20171,KS,Scott County,2023,4962
20171,KS,Scott County,2024,4914
20173,KS,Sedgwick County,2020,524837
20173,KS,Sedgwick County,2021,524470
20173,KS,Sedgwick County,2022,525488
20173,KS,Sedgwick County,2023,530254
20173,KS,Sedgwick County,2024,536081
20175,KS,Seward County,2020,21857
20175,KS,Seward County,2021,21764
20175,KS,Seward County,2022,21326
20175,KS,Seward County,2023,21209
20175,KS,Seward County,2024,21276
20177,KS,Shawnee County,2020,178711
20177,KS,Shawnee County,2021,178424
20177,KS,Shawnee County,2022,177454
20177,KS,Shawnee County,2023,177596
20177,KS,Shawnee County,2024,177942
20179,KS,Sheridan County,2020,2443
20179,KS,Sheridan County,2021,2451
20179,KS,Sheridan County,2022,2428
20179,KS,Sheridan County,2023,2409
20179,KS,Sheridan County,2024,2397
20181,KS,Sherman County,2020,5902
20181,KS,Sherman County,2021,5939
20181,KS,Sherman County,2022,5857
20181,KS,Sherman County,2023,5791
20181,KS,Sherman County,2024,5796
20183,KS,Smith County,2020,3559
20183,KS,Smith County,2021,3566
20183,KS,Smith County,2022,3553
20183,KS,Smith County,2023,3541
20183,KS,Smith County,2024,3541
20185,KS,Stafford County,2020,4052
20185,KS,Stafford County,2021,4012
20185,KS,Stafford County,2022,3979
20185,KS,Stafford County,2023,3948
20185,KS,Stafford County,2024,3901
20187,KS,Stanton County,2020,2085
20187,KS,Stanton County,2021,2046
20187,KS,Stanton County,2022,1977
20187,KS,Stanton County,2023,2012
20187,KS,Stanton County,2024,2071
20189,KS,Stevens County,2020,5246
20189,KS,Stevens County,2021,5305
20189,KS,Stevens County,2022,5151
20189,KS,Stevens County,2023,5074
20189,KS,Stevens County,2024,5035
20191,KS,Sumner County,2020,22323
20191,KS,Sumner County,2021,22327
20191,KS,Sumner County,2022,22384
20191,KS,Sumner County,2023,22393
20191,KS,Sumner County,2024,22336
20193,KS,Thomas County,2020,7933
20193,KS,Thomas County,2021,7950
20193,KS,Thomas County,2022,7882
20193,KS,Thomas County,2023,7858
20193,KS,Thomas County,2024,7802
20195,KS,Trego County,2020,2804
20195,KS,Trego County,2021,2791
20195,KS,Trego County,2022,2757
20195,KS,Trego County,2023,2758
20195,KS,Trego County,2024,2774
20197,KS,Wabaunsee County,2020,6890
20197,KS,Wabaunsee County,2021,6970
20197,KS,Wabaunsee County,2022,7002
20197,KS,Wabaunsee County,2023,7073
20197,KS,Wabaunsee County,2024,7112
20199,KS,Wallace County,2020,1512
20199,KS,Wallace County,2021,1513
20199,KS,Wallace County,2022,1491
20199,KS,Wallace County,2023,1501
20199,KS,Wallace County,2024,1472
20201,KS,Washington County,2020,5526
20201,KS,Washington County,2021,5521
20201,KS,Washington County,2022,5495
20201,KS,Washington County,2023,5553
20201,KS,Washington County,2024,5572
20203,KS,Wichita County,2020,2149
20203,KS,Wichita County,2021,2079
20203,KS,Wichita County,2022,2061
20203,KS,Wichita County,2023,2093
20203,KS,Wichita County,2024,2072
20205,KS,Wilson County,2020,8586
20205,KS,Wilson County,2021,8525
20205,KS,Wilson County,2022,8577
20205,KS,Wilson County,2023,8438
20205,KS,Wilson County,2024,8398
20207,KS,Woodson County,2020,3099
20207,KS,Woodson County,2021,3086
20207,KS,Woodson County,2022,3122
20207,KS,Woodson County,2023,3127
20207,KS,Woodson County,2024,3111
20209,KS,Wyandotte County,2020,168920
20209,KS,Wyandotte County,2021,167279
20209,KS,Wyandotte County,2022,165719
20209,KS,Wyandotte County,2023,166932
20209,KS,Wyandotte County,2024,169418
21001,KY,Adair County,2020,18881
21001,KY,Adair County,2021,18928
21001,KY,Adair County,2022,19089
21001,KY,Adair County,2023,19306
21001,KY,Adair County,2024,19239
21003,KY,Allen County,2020,20572
21003,KY,Allen County,2021,20833
21003,KY,Allen County,2022,21246
21003,KY,Allen County,2023,21779
21003,KY,Allen County,2024,22037
21005,KY,Anderson County,2020,23892
21005,KY,Anderson County,2021,24093
21005,KY,Anderson County,2022,24279
21005,KY,Anderson County,2023,24618
21005,KY,Anderson County,2024,24883
21007,KY,Ballard County,2020,7714
21007,KY,Ballard County,2021,7689
21007,KY,Ballard County,2022,7633
21007,KY,Ballard County,2023,7608
21007,KY,Ballard County,2024,7626
21009,KY,Barren County,2020,44511
21009,KY,Barren County,2021,44588
21009,KY,Barren County,2022,44851
21009,KY,Barren County,2023,45132
21009,KY,Barren County,2024,45609
21011,KY,Bath County,2020,12717
21011,KY,Bath County,2021,12797
21011,KY,Bath County,2022,12818
21011,KY,Bath County,2023,12972
21011,KY,Bath County,2024,12951
21013,KY,Bell County,2020,23982
21013,KY,Bell County,2021,23788
21013,KY,Bell County,2022,23514
21013,KY,Bell County,2023,23208
21013,KY,Bell County,2024,23051
21015,KY,Boone County,2020,136476
21015,KY,Boone County,2021,137707
21015,KY,Boone County,2022,139377
21015,KY,Boone County,2023,141511
21015,KY,Boone County,2024,144135
21017,KY,Bourbon County,2020,20284
21017,KY,Bourbon County,2021,20220
21017,KY,Bourbon County,2022,20144
21017,KY,Bourbon County,2023,20220
21017,KY,Bourbon County,2024,20333
21019,KY,Boyd County,2020,48206
21019,KY,Boyd County,2021,47754
21019,KY,Boyd County,2022,48048
21019,KY,Boyd County,2023,47771
21019,KY,Boyd County,2024,47777
21021,KY,Boyle County,2020,30761
21021,KY,Boyle County,2021,30600
21021,KY,Boyle County,2022,30854
21021,KY,Boyle County,2023,31096
21021,KY,Boyle County,2024,31394
21023,KY,Bracken County,2020,8405
21023,KY,Bracken County,2021,8445
21023,KY,Bracken County,2022,8436
21023,KY,Bracken County,2023,8435
21023,KY,Bracken County,2024,8497
21025,KY,Breathitt County,2020,13701
21025,KY,Breathitt County,2021,13558
21025,KY,Breathitt County,2022,13353
21025,KY,Breathitt County,2023,12962
21025,KY,Breathitt County,2024,12804
21027,KY,Breckinridge County,2020,20445
21027,KY,Breckinridge County,2021,20679
21027,KY,Breckinridge County,2022,20942
21027,KY,Breckinridge County,2023,21117
21027,KY,Breckinridge County,2024,21221
21029,KY,Bullitt County,2020,82364
21029,KY,Bullitt County,2021,83068
21029,KY,Bullitt County,2022,83901
21029,KY,Bullitt County,2023,85000
21029,KY,Bullitt County,2024,85802
21031,KY,Butler County,2020,12317
21031,KY,Butler County,2021,12297
21031,KY,Butler County,2022,12371
21031,KY,Butler County,2023,12430
21031,KY,Butler County,2024,12551
21033,KY,Caldwell County,2020,12636
21033,KY,Caldwell County,2021,12682
21033,KY,Caldwell County,2022,12601
21033,KY,Caldwell County,2023,12561
21033,KY,Caldwell County,2024,12611
21035,KY,Calloway County,2020,37601
21035,KY,Calloway County,2021,37904
21035,KY,Calloway County,2022,38119
21035,KY,Calloway County,2023,38520
21035,KY,Calloway County,2024,38975
21037,KY,Campbell County,2020,93134
21037,KY,Campbell County,2021,92824
21037,KY,Campbell County,2022,93305
21037,KY,Campbell County,2023,93859
21037,KY,Campbell County,2024,94008
21039,KY,Carlisle County,2020,4805
21039,KY,Carlisle County,2021,4761
21039,KY,Carlisle County,2022,4723
21039,KY,Carlisle County,2023,4742
21039,KY,Carlisle County,2024,4777
21041,KY,Carroll County,2020,10835
21041,KY,Carroll County,2021,10899
21041,KY,Carroll County,2022,10935
21041,KY,Carroll County,2023,10986
21041,KY,Carroll County,2024,11111
21043,KY,Carter County,2020,26614
21043,KY,Carter County,2021,26438
21043,KY,Carter County,2022,26300
21043,KY,Carter County,2023,26255
21043,KY,Carter County,2024,26098
21045,KY,Casey County,2020,15921
21045,KY,Casey County,2021,15922
21045,KY,Casey County,2022,15893
21045,KY,Casey County,2023,15887
21045,KY,Casey County,2024,15948
21047,KY,Christian County,2020,72748
21047,KY,Christian County,2021,73144
21047,KY,Christian County,2022,72213
21047,KY,Christian County,2023,71235
21047,KY,Christian County,2024,71006
21049,KY,Clark County,2020,37047
21049,KY,Clark County,2021,36892
21049,KY,Clark County,2022,37012
21049,KY,Clark County,2023,37337
21049,KY,Clark County,2024,37673
21051,KY,Clay County,2020,20309
21051,KY,Clay County,2021,20162
21051,KY,Clay County,2022,19884
21051,KY,Clay County,2023,19658
21051,KY,Clay County,2024,19592
21053,KY,Clinton County,2020,9228
21053,KY,Clinton County,2021,9281
21053,KY,Clinton County,2022,9140
21053,KY,Clinton County,2023,9178
21053,KY,Clinton County,2024,9183
21055,KY,Crittenden County,2020,9003
21055,KY,Crittenden County,2021,8944
21055,KY,Crittenden County,2022,8971
21055,KY,Crittenden County,2023,8996
21055,KY,Crittenden County,2024,8982
21057,KY,Cumberland County,2020,5859
21057,KY,Cumberland County,2021,5902
21057,KY,Cumberland County,2022,5950
21057,KY,Cumberland County,2023,5980
21057,KY,Cumberland County,2024,6047
21059,KY,Daviess County,2020,103398
21059,KY,Daviess County,2021,103087
21059,KY,Daviess County,2022,103373
21059,KY,Daviess County,2023,103927
21059,KY,Daviess County,2024,104457
21061,KY,Edmonson County,2020,12147
21061,KY,Edmonson County,2021,12228
21061,KY,Edmonson County,2022,12300
21061,KY,Edmonson County,2023,12466
21061,KY,Edmonson County,2024,12635
21063,KY,Elliott County,2020,7335
21063,KY,Elliott County,2021,7364
21063,KY,Elliott County,2022,7301
21063,KY,Elliott County,2023,7271
21063,KY,Elliott County,2024,7263
21065,KY,Estill County,2020,14160
21065,KY,Estill County,2021,14083
21065,KY,Estill County,2022,13994
21065,KY,Estill County,2023,13937
21065,KY,Estill County,2024,14002
21067,KY,Fayette County,2020,322628
21067,KY,Fayette County,2021,320431
21067,KY,Fayette County,2022,321505
21067,KY,Fayette County,2023,324624
21067,KY,Fayette County,2024,329437
21069,KY,Fleming County,2020,15098
21069,KY,Fleming County,2021,15262
21069,KY,Fleming County,2022,15257
21069,KY,Fleming County,2023,15405
21069,KY,Fleming County,2024,15591
21071,KY,Floyd County,2020,35802
21071,KY,Floyd County,2021,35298
21071,KY,Floyd County,2022,35519
21071,KY,Floyd County,2023,34971
21071,KY,Floyd County,2024,34532
21073,KY,Franklin County,2020,51603
21073,KY,Franklin County,2021,51721
21073,KY,Franklin County,2022,51617
21073,KY,Franklin County,2023,51826
21073,KY,Franklin County,2024,52442
21075,KY,Fulton County,2020,6511
21075,KY,Fulton County,2021,6486
21075,KY,Fulton County,2022,6389
21075,KY,Fulton County,2023,6378
21075,KY,Fulton County,2024,6282
21077,KY,Gallatin County,2020,8675
21077,KY,Gallatin County,2021,8756
21077,KY,Gallatin County,2022,8786
21077,KY,Gallatin County,2023,8823
21077,KY,Gallatin County,2024,8805
21079,KY,Garrard County,2020,16964
21079,KY,Garrard County,2021,17368
21079,KY,Garrard County,2022,17580
21079,KY,Garrard County,2023,17888
21079,KY,Garrard County,2024,18040
21081,KY,Grant County,2020,25014
21081,KY,Grant County,2021,25293
21081,KY,Grant County,2022,25466
21081,KY,Grant County,2023,25596
21081,KY,Grant County,2024,25722
21083,KY,Graves County,2020,36530
21083,KY,Graves County,2021,36665
21083,KY,Graves County,2022,36532
21083,KY,Graves County,2023,36600
21083,KY,Graves County,2024,36821
21085,KY,Grayson County,2020,26456
21085,KY,Grayson County,2021,26582
21085,KY,Grayson County,2022,26623
21085,KY,Grayson County,2023,26806
21085,KY,Grayson County,2024,27070
21087,KY,Green County,2020,11131
21087,KY,Green County,2021,11328
21087,KY,Green County,2022,11379
21087,KY,Green County,2023,11454
21087,KY,Green County,2024,11552
21089,KY,Greenup County,2020,35890
21089,KY,Greenup County,2021,35660
21089,KY,Greenup County,2022,35384
21089,KY,Greenup County,2023,35299
21089,KY,Greenup County,2024,35273
21091,KY,Hancock County,2020,9104
21091,KY,Hancock County,2021,9076
21091,KY,Hancock County,2022,9043
21091,KY,Hancock County,2023,8936
21091,KY,Hancock County,2024,9013
21093,KY,Hardin County,2020,110840
21093,KY,Hardin County,2021,111870
21093,KY,Hardin County,2022,111776
21093,KY,Hardin County,2023,112396
21093,KY,Hardin County,2024,112826
21095,KY,Harlan County,2020,26758
21095,KY,Harlan County,2021,26139
21095,KY,Harlan County,2022,25610
21095,KY,Harlan County,2023,25302
21095,KY,Harlan County,2024,25052
21097,KY,Harrison County,2020,18721
21097,KY,Harrison County,2021,18961
21097,KY,Harrison County,2022,19085
21097,KY,Harrison County,2023,19409
21097,KY,Harrison County,2024,19525
21099,KY,Hart County,2020,19296
21099,KY,Hart County,2021,19476
21099,KY,Hart County,2022,19592
21099,KY,Hart County,2023,19726
21099,KY,Hart County,2024,19923
21101,KY,Henderson County,2020,44673
21101,KY,Henderson County,2021,44409
21101,KY,Henderson County,2022,44017
21101,KY,Henderson County,2023,44127
21101,KY,Henderson County,2024,44175
21103,KY,Henry County,2020,15693
21103,KY,Henry County,2021,15707
21103,KY,Henry County,2022,15730
21103,KY,Henry County,2023,15951
21103,KY,Henry County,2024,16198
21105,KY,Hickman County,2020,4530
21105,KY,Hickman County,2021,4427
21105,KY,Hickman County,2022,4422
21105,KY,Hickman County,2023,4423
21105,KY,Hickman County,2024,4393
21107,KY,Hopkins County,2020,45365
21107,KY,Hopkins County,2021,45149
21107,KY,Hopkins County,2022,44879
21107,KY,Hopkins County,2023,44985
21107,KY,Hopkins County,2024,45218
21109,KY,Jackson County,2020,12968
21109,KY,Jackson County,2021,12975
21109,KY,Jackson County,2022,12989
21109,KY,Jackson County,2023,13138
21109,KY,Jackson County,2024,13358
21111,KY,Jefferson County,2020,782896
21111,KY,Jefferson County,2021,777624
21111,KY,Jefferson County,2022,777329
21111,KY,Jefferson County,2023,783381
21111,KY,Jefferson County,2024,793881
21113,KY,Jessamine County,2020,53019
21113,KY,Jessamine County,2021,53583
21113,KY,Jessamine County,2022,54333
21113,KY,Jessamine County,2023,55511
21113,KY,Jessamine County,2024,56495
21115,KY,Johnson County,2020,22648
21115,KY,Johnson County,2021,22550
21115,KY,Johnson County,2022,22234
21115,KY,Johnson County,2023,22139
21115,KY,Johnson County,2024,22098
21117,KY,Kenton County,2020,169276
21117,KY,Kenton County,2021,169641
21117,KY,Kenton County,2022,170413
21117,KY,Kenton County,2023,172248
21117,KY,Kenton County,2024,174862
21119,KY,Knott County,2020,14163
21119,KY,Knott County,2021,14040
21119,KY,Knott County,2022,13848
21119,KY,Knott County,2023,13660
21119,KY,Knott County,2024,13438
21121,KY,Knox County,2020,30185
21121,KY,Knox County,2021,30028
21121,KY,Knox County,2022,29734
21121,KY,Knox County,2023,29723
21121,KY,Knox County,2024,29657
21123,KY,Larue County,2020,14877
21123,KY,Larue County,2021,15035
21123,KY,Larue County,2022,15165
21123,KY,Larue County,2023,15328
21123,KY,Larue County,2024,15128
21125,KY,Laurel County,2020,62735
21125,KY,Laurel County,2021,62582
21125,KY,Laurel County,2022,62891
21125,KY,Laurel County,2023,63352
21125,KY,Laurel County,2024,63353
21127,KY,Lawrence County,2020,16302
21127,KY,Lawrence County,2021,16273
21127,KY,Lawrence County,2022,16037
21127,KY,Lawrence County,2023,15974
21127,KY,Lawrence County,2024,15798
21129,KY,Lee County,2020,7364
21129,KY,Lee County,2021,7457
21129,KY,Lee County,2022,7259
21129,KY,Lee County,2023,7301
21129,KY,Lee County,2024,7313
21131,KY,Leslie County,2020,10471
21131,KY,Leslie County,2021,10284
21131,KY,Leslie County,2022,10044
21131,KY,Leslie County,2023,9865
21131,KY,Leslie County,2024,9729
21133,KY,Letcher County,2020,21468
21133,KY,Letcher County,2021,21229
21133,KY,Letcher County,2022,20792
21133,KY,Letcher County,2023,20414
21133,KY,Letcher County,2024,20139
21135,KY,Lewis County,2020,13088
21135,KY,Lewis County,2021,12982
21135,KY,Lewis County,2022,12924
21135,KY,Lewis County,2023,12956
21135,KY,Lewis County,2024,12875
21137,KY,Lincoln County,2020,24248
21137,KY,Lincoln County,2021,24232
21137,KY,Lincoln County,2022,24392
21137,KY,Lincoln County,2023,24738
21137,KY,Lincoln County,2024,24910
21139,KY,Livingston County,2020,8872
21139,KY,Livingston County,2021,8981
21139,KY,Livingston County,2022,8960
21139,KY,Livingston County,2023,8889
21139,KY,Livingston County,2024,8815
21141,KY,Logan County,2020,27515
21141,KY,Logan County,2021,27807
21141,KY,Logan County,2022,27855
21141,KY,Logan County,2023,28285
21141,KY,Logan County,2024,28467
21143,KY,Lyon County,2020,8678
21143,KY,Lyon County,2021,8434
21143,KY,Lyon County,2022,9119
21143,KY,Lyon County,2023,9190
21143,KY,Lyon County,2024,9078
21145,KY,McCracken County,2020,67926
21145,KY,McCracken County,2021,67554
21145,KY,McCracken County,2022,67333
21145,KY,McCracken County,2023,67456
21145,KY,McCracken County,2024,67550
21147,KY,McCreary County,2020,16852
21147,KY,McCreary County,2021,16800
21147,KY,McCreary County,2022,16788
21147,KY,McCreary County,2023,17069
21147,KY,McCreary County,2024,16824
21149,KY,McLean County,2020,9133
21149,KY,McLean County,2021,9121
21149,KY,McLean County,2022,9112
21149,KY,McLean County,2023,9076
21149,KY,McLean County,2024,9126
21151,KY,Madison County,2020,92990
21151,KY,Madison County,2021,93453
21151,KY,Madison County,2022,95219
21151,KY,Madison County,2023,97599
21151,KY,Madison County,2024,99582
21153,KY,Magoffin County,2020,11605
21153,KY,Magoffin County,2021,11490
21153,KY,Magoffin County,2022,11325
21153,KY,Magoffin County,2023,11202
21153,KY,Magoffin County,2024,11118
21155,KY,Marion County,2020,19594
21155,KY,Marion County,2021,19728
21155,KY,Marion County,2022,19731
21155,KY,Marion County,2023,19840
21155,KY,Marion County,2024,19851
21157,KY,Marshall County,2020,31688
21157,KY,Marshall County,2021,31810
21157,KY,Marshall County,2022,31766
21157,KY,Marshall County,2023,31717
21157,KY,Marshall County,2024,31734
21159,KY,Martin County,2020,11250
21159,KY,Martin County,2021,11165
21159,KY,Martin County,2022,11095
21159,KY,Martin County,2023,10927
21159,KY,Martin County,2024,10696
21161,KY,Mason County,2020,17137
21161,KY,Mason County,2021,16952
21161,KY,Mason County,2022,16880
21161,KY,Mason County,2023,16857
21161,KY,Mason County,2024,16956
21163,KY,Meade County,2020,30028
21163,KY,Meade County,2021,30125
21163,KY,Meade County,2022,30028
21163,KY,Meade County,2023,30166
21163,KY,Meade County,2024,30442
21165,KY,Menifee County,2020,6142
21165,KY,Menifee County,2021,6175
21165,KY,Menifee County,2022,6215
21165,KY,Menifee County,2023,6279
21165,KY,Menifee County,2024,6341
21167,KY,Mercer County,2020,22652
21167,KY,Mercer County,2021,22859
21167,KY,Mercer County,2022,22927
21167,KY,Mercer County,2023,23189
21167,KY,Mercer County,2024,23515
21169,KY,Metcalfe County,2020,10285
21169,KY,Metcalfe County,2021,10387
21169,KY,Metcalfe County,2022,10401
21169,KY,Metcalfe County,2023,10495
21169,KY,Metcalfe County,2024,10558
21171,KY,Monroe County,2020,11320
21171,KY,Monroe County,2021,11263
21171,KY,Monroe County,2022,11328
21171,KY,Monroe County,2023,11271
21171,KY,Monroe County,2024,11163
21173,KY,Montgomery County,2020,28105
